roster,subject,number,title,description,unitsMinimum,unitsMaximum,gradingBasis,gradingBasisShort,gradingBasisLong,sessionCode,sessionBeginDt,sessionEndDt,sessionLong,openStatus,campus,campusDescr,maxEnroll,enrollCount,waitCount,notes_descrlong,meeting_days,meeting_time,meeting_location,instructors,course_id,course_title,course_full,review_id,text,rating,difficulty,workload,date,professors,grade,major,likes,isCovid
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,zSGf6F5sXkcCMivZD,Great class. Walker convinced me to be a CS major,,3.0,,2017-11-30T21:25:48.416Z,,6,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,6YLDkSQj2mdRuKbBY,"Great professor! Definitely take it in the fall when walker white is teaching. This was my first experience with any cs or programming. I felt really overwhelmed at the beginning because it seemed like everyone else had prior experience but caught my footing pretty quickly. Definitely a class you need to put the work in for. One downside is that you are competing with people who took AP cs and just didn't get a 5, so it takes a bit of catching up. But definitely worth it. A class everyone should take.",,4.0,,2017-11-29T23:28:50.481Z,,6,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,FzBbehN8DqkwA4u5x,"Yes, Walker White is a funny and clear professor. The work load is not too bad and the assignments are fun to do.",,3.0,,2017-11-28T17:19:24.630Z,,5,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,RX9iNJEC39tqhMEbu,"Walker is an amazing professor, he makes everything easy to understand and keeps the class interesting.  The assignments can be tough but there are plenty of TA hours available, and they are always willing to answer questions on Piazza.",,3.0,,2017-11-28T16:28:54.159Z,,6,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,YbQfPP44wdpHdYxQv,"Walker White's enthusiasm makes this an amazing introductory course! The topics are well paced, though the course if definitely a fair amount of work if you are new to coding. However, there are many resources in lab sections, TA and consultant office hours to help you!",,3.0,,2017-11-27T04:35:28.691Z,,6,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,J5iDaqEzQa2oRwa5d,Walker White is the best. His lectures are very engaging and his assignments are quite fun. class is difficult if you have no prior experience with coding but not impossible if you put in the work. take this class in the fall so it's taught by Walker.,,3.0,,2017-11-20T16:36:25.225Z,,5,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,fToSAgMgXybYFAAiT,Highly recommend to everyone (not just CS majors). I took it with Walker White and he gave phenomenal lectures that made concepts easy to understand even for people with no coding experience. Projects aren't too time consuming and are pretty fun!,,3.0,,2017-11-07T21:32:10.289Z,,6,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,RR2bRz7dSyFi2GFav,"Take this with Professor Walker White. The lectures are very engaging, and the assignments are definitely a lot of work, but you learn a lot from them.",,3.0,,2017-11-06T03:41:44.286Z,,5,,0.0,False
,CS,1110,,,,,,,,,,,,,,,,,,,,,,,qigJmZFGbwcyMvQ2x,Introduction to Computing Using Python,cs 1110 introduction to computing using python,efYspLtqvQbLkPSeu,"Honestly such a great first introduction to Python! I had prior coding experience so my experience in this class might be different than others, but in my opinion, Walker White is really a great lecturer and there are many resources available to students. Not to mention the projects we get to work on are really fun and interesting!",,3.0,,2017-11-05T17:28:40.735Z,,5,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,kICa0GFG9,Trends with DTI is really cool - made a fun project at the end of it. Pretty fun and helpful to learn about web development,5.0,2.0,3.0,2024-12-06T18:51:27.174Z,Not Listed,A,Computer Science,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,inifwjwm9w,"(android course) Great course for learning the basics. Workload + difficulty was fair for 2 credits. Make sure to ask course staff if you get stuck, some projects are tricky to debug.",5.0,3.0,3.0,2022-08-18T13:28:31.777Z,Walker White,,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,vjQiZPzS_,"AppDev's Intro to iOS Development course gave me a lot of hands-on experience building something tangible that I could include in my resume/portfolio. The workload is significant for a 2-credit S/U course, but the instructors put effort into helping you pass, so it's a really good opportunity to learn without getting swamped by projects. Definitely worth every second spent.",5.0,3.0,4.0,2022-08-18T01:06:47.740Z,Walker White,,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,GzkQLZlITt,"AppDev's Introduction to iOS course is pretty palatable considering both the depth and breadth of content covered. It's an S/U course, and the instructors put in a lot of effort to help you pass, so even if the workload is too much at face value, there are still ways to learn a lot without going above and beyond. The Hack Challenge at the end was a good way to get hands-on experience working as a team, and helped me build something tangible for my portfolio.",5.0,2.0,3.0,2022-08-18T01:03:17.933Z,Walker White,,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,T3huSzw6O,"I took Intro to Backend Development and found this course to be useful. Assignments don't take very long, and are well designed in terms of having you apply the concept of that week. Lectures and demos do not really go very in depth, but it's a good course if you're looking for an intro course that covers the basics.",4.0,2.0,1.0,2021-05-10T23:41:49.037Z,Walker White,,,0.0,True
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,JMO0gvoan,"I took Android and be prepared to spend A LOT of time every week. Basically spent all of my weekends. The first few projects were really frustrating, but I did learn a lot. The faculty is extremely helpful.",4.0,5.0,5.0,2021-04-29T14:31:57.016Z,Walker White,,,0.0,True
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,gLDfRu03t,"I took the backend class in fall 2019, and at the end of the class I didn't feel like I learned as much as I wanted to. I think some of the important concepts were explained very vaguely. The demos in class were very fast paced and hard to follow. The projects were long considering this was a 2 credit class. They were also hard to debug. The course instructors were very friendly and eager to help.",3.0,3.0,3.0,2020-11-14T19:28:26.165Z,,,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,6MkiuTvqsPketfyLd,"I am definitely glad I took it because I feel like I have a firm grasp on Swift now.  However, the course is definitely really time-consuming and each project takes a decent chunk of time (especially the final project) so just be aware.",4.0,3.0,5.0,2020-02-12T18:36:19.999Z,,,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,ibSBzRH29JCTHRXdG,"I took the iOS course in the Spring of 2019. A solid class - enjoyable, project-based, everything I like out of a class that teaches you something new. Nothing like the format the CS classes I have taken thus far (namely, 2112 and 3110). I have a pretty strong programming background, so I completed the assignments quickly and with relative ease, but the course was time-consuming, especially considering how it's only offered pass-fail. Lectures are fast-paced, but all of them are recorded and posted on Piazza if you miss anything. Overall, it's definitely a worthwhile course if you have the time.",4.0,2.0,4.0,2019-05-16T01:01:08.993Z,,,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,C58sJbrRv3nsRSq6Z,"(regarding ios course) The course is a ton of work considering it's S/U, but since it's S/U you don't really need to do it all. Worth taking to learn Swift, the more seriously you take it the more you'll get it out of it. The lectures move very fast though and require work out of class to become proficient.",,2.0,,2018-06-04T16:26:52.409Z,,0,,0.0,False
,CS,1998,,,,,,,,,,,,,,,,,,,,,,,XQGmFvQpbHiptHCEG,Freshmen and Nontechnical Team Projects,cs 1998 freshmen and nontechnical team projects,sdZvqFuNgNXB3jjDu,"iOS project's are too time consuming for a pass/fail class. They have little to no instruction, are weekly, and it's unlike your typical CS class. It goes by fast and you will fall behind if you don't give it ur A game.",,4.0,,2018-04-16T19:01:02.198Z,,0,,1.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,jmgUG5c1-,Both Mulherberger and Eichorn lectured very well and it was easy to understand content from lectures. Exams are fair (median ~70) and assignments usually aren't difficult but can be time consuming. Definitely learned a lot from this class and really enjoyed it.,5.0,3.0,3.0,2025-11-17T22:28:43.661Z,"Matthew Eichhorn, Curran Muhlberger",A-,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,I8sRmFyFw,"Assignments weren't really that difficult, but did take me a significant amount of time (some parts of the assignment were SUPER hard for me to understand conceptually, but most of it was not bad). Exams were extremely difficult in my opinion. Feels like the professors try to connect 2+ confusing topics into one question, which makes it almost impossible for me to understand. That was my main struggle I would say is understanding questions that they designed to be complex and confusing, but I guess that just comes with the class. ",3.0,4.0,4.0,2025-05-18T01:16:05.891Z,"Curran Muhlberger, Matthew Eichhorn",B,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,fqEjPIbZC,"Muhlberger is a verbose lecturer, but a nice guy. If you can get through the weeds, the content is all there.",3.0,4.0,4.0,2025-05-10T01:26:41.997Z,Matthew Eichhorn,B,Cognitive Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,pr7VGntdnO,Very fast paced. Pay attention to lectures.,3.0,3.0,3.0,2025-03-19T17:10:37.039Z,Curran Muhlberger,B,Mechanical Engineering,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,SOqkx6Qsrr,"Very easy. Start early on projects, reading is not needed, make sure you understand everything on the slides and take advantage of the study guides.",5.0,2.0,3.0,2025-01-25T20:09:48.519Z,Curran Muhlberger,A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,erRVN5J69,"A very standard OOP class. Not the most fun, and assignments are pretty standard, but alright overall I guess.",3.0,3.0,3.0,2024-12-17T03:11:59.351Z,Curran Muhlberger,A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,l6Qj-ceyU,"Generally a very interesting and important class, especially to someone coming in without much prior formal CS knowledge. I was primarily self-studied before coming to Cornell, so this course was a great segway to the required CS curriculum! Muhlberger is generally a good teacher and has great slides.",4.0,3.0,3.0,2024-12-13T20:06:39.729Z,Curran Muhlberger,A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,UhfZxEDu3,"I personally found Legunsen's lecture more entertaining and illustrative, whereas Muhlberger's were more fast-paced, articulate, and to-the-point. Both were great professors. This course provides plenty of resources to succeed, from the textbook to external notes to consulting/office hours pretty much every day. ",4.0,4.0,4.0,2024-12-07T03:52:32.943Z,"Curran Muhlberger, Owolabi Legunsen",A-,Mathematics,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,0RHLwLANQw,Lots of resources available and the class information is very organized. Generally very flexible and I learned alot,4.0,3.0,3.0,2024-12-06T19:53:55.465Z,"Owolabi Legunsen, Curran Muhlberger",B,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,9iK6htrFz,"I liked the overall structure of the course and lectures were generally informative. The projects were somewhat time-consuming, but they were good for practicing skills learned in lecture.",4.0,3.0,3.0,2024-12-06T18:12:41.925Z,"Curran Muhlberger, Owolabi Legunsen",A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,adc1hS_0NJ,The lecture slides were very useful for review and all information was communicated very clearly for Prelim/Final review. Also the course content is very useful for interviews/etc.!,4.0,3.0,3.0,2024-12-06T18:10:06.293Z,"Curran Muhlberger, Owolabi Legunsen",A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,pzkdjiGK6l,Goes over a lot of basics for CS that I can see the applications of in real life. Workload is somewhat heavy but makes sense for the content it covers.,4.0,3.0,4.0,2024-12-06T17:13:28.149Z,Curran Muhlberger,A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,M-gJ4e_vS,"Course could be quite challenging at times, and the lectures were not the most engaging. But, assignments were pretty cool and workload outside of those was not bad at all. Participation in lecture through iClicker is mandatory, as is discussion section. Also, the TAs for this class are super good and can help a lot",4.0,4.0,3.0,2024-11-10T16:42:47.813Z,Curran Muhlberger,A,Computer Science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,4AFEaEcxp,Projects were doable if you camp in office hours and start early! Exams were on the difficult side but there are a lot of resources given to help you study for the class. Material and concepts were harder than I thought. ,3.0,4.0,3.0,2024-09-07T01:46:14.647Z,Curran Muhlberger,B,Computer and information sciences,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,ldM1xKpE6,"This class wasn't all too bad, however the lectures were pretty boring. It felt like a lot of the content in them was filler. There are mandatory readings, but no one keeps tabs as to whether you do them or not.

Overall, the workload wasn't terrible. There were quizzes every week that didn't take a heinous amount of time, and the coding assignments would take an average of 10-15 hours. On the weeks you didn't have to work on coding, you practically didn't have to do anything for the class.",4.0,3.0,3.0,2024-07-02T23:26:53.535Z,Curran Muhlberger,B,Computer and information sciences,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,BP9Z05tFN,rigorous but useful course,3.0,3.0,4.0,2024-05-02T20:59:37.661Z,David Gries,A+,Computer science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,Hs_EkBt10,"The course itself was not very difficult. I had no CS background before taking it (I taught myself Python to test out of CS 1110), but the material was never too challenging. The prelims were a little unpredictable, and the assignments also tended to take a while, but nothing too bad. The lectures were pretty long and boring and I always had trouble paying attention the whole time. Discussion sections were not very useful.",3.0,2.0,3.0,2023-12-05T18:05:14.378Z,Curran Muhlberger,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,I0d502Q0Gf,"Course was well organized, lectures were clear and informative. Content gets pretty abstract for some ppl so def pay attention during lecture and read the textbooks and other resources provided. The assignments could get pretty hard but imo they were really fun to work through. Professors and TAs were very accessible via Ed discussion and responded to questions very quickly. Only complaint was that some exam questions were wacky and very abstract. I'm not a CS major, but I really enjoyed this class and am considering taking more CS classes in the future",5.0,3.0,4.0,2023-07-29T01:42:51.930Z,"Curran Muhlberger, Michael Clarkson",A,Mechanical engineering,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,Mb1gVY_yvI,"If you have any prior programming experience, you'll be fine. I'd recommend learning the basics of Java before taking this course.",4.0,3.0,3.0,2023-05-03T14:37:08.538Z,David Gries,A,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,aImtXBfWzZ,"Took it with Myers and Muhlburger in FA' 22. Covered OOP principles I already knew, but were more in-depth and challenging. Also had a lot of new, interesting topics. Myers definitely made this class harder than it should've been. Labs were hastily prepared and usually somewhat challenging, but in the end, they taught me a lot and it overall was a good experience.",4.0,4.0,3.0,2023-05-02T13:01:28.401Z,"Curran Muhlberger, Not Listed",B+,,1.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,-6NJwGxnHd,"i'm an infosci major and my only previous experience was cs 1110 with anne bracy in sp22. apparently, cs 2110 was getting too easy so they brought in andrew myers (who usually teaches 2112) to make it more challenging, and yeah. it worked! the information is very important/useful but as someone with no java experience and who doesn't enjoy coding very much, i did not have a good experience. Exams were fair but the projects took way too long and office hours were too crowded to get sufficient help. beware non-cs majors! ",2.0,5.0,3.0,2023-01-28T20:12:21.278Z,"Not Listed, Curran Muhlberger",B,Computer and information sciences,1.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,ZmGXdpd_N,"Took this Spring 22. Gries and Clarkson were really great professors! This class was weirdly easier than 1110, and I struggled a lot in 1110. Lectures were paced well (not too fast/slow). Assignments were easier and shorter than 1110, but the assignments did get longer/harder as the course carried on. Exams were okay, do the practice prelims to study for them. Course organization could be a little confusing and there were frequent small canvas/CMS quizzes that need to be kept on top of - I tended to forget about them at the beginning of the semester. I enjoyed the humor Gries sprinkled in throughout his lectures, sad that he won't be teaching 2110 anymore!",4.0,3.0,3.0,2023-01-19T23:15:30.996Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,RF6lbOBO7,Great professor. Good pool of resources and very useful content,4.0,3.0,3.0,2022-12-06T17:30:20.298Z,"David Gries, Curran Muhlberger",,Computer science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,tY0UjTAX9,"As someone who really sucks at coding, this class was really hard. Because Gries' voice is so soothing, it's easy to fall asleep. However, the lectures are also somewhat disorganized and hard to understand. I ended up dropping the class for a W because I basically failed the second prelim. I had decided to drop the class and receive a W because I was also taking INFO 2300 at the same time, and was camping out office hours everyday for the final project, so I didn't have much time to study for CS 2110 in the first place.",3.0,5.0,4.0,2022-12-03T06:43:04.157Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,nLTcERtMFg,"I had Muhlberger and Myers. The class was good, interesting content especially in the latter half of the course. It is not too difficult if you have experience with Java from CSA. If you're going in with no Java experience it could be a little difficult at first. Overall content is fun, interesting, and relevant, but if you've already done basic LeetCode problems on data structures you may already know a lot of it.",4.0,2.0,3.0,2022-11-30T23:31:27.920Z,Curran Muhlberger,,Computer science,1.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,0Nf-SbAaSl,I think this class is a really good introduction to cs and introduces a lot of important topics. Professor Gries is also a really good professor. The class isn't that much work other than the assignments.,2.0,2.0,2.0,2022-11-19T02:26:55.407Z,"David Gries, Curran Muhlberger",A+,Computer science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,H39hBm3Sx,I think that the amount of work for this class was appropriate given the credit total (I took this SP22).  The lecture materials are helpful in contributing to understanding. The exams however definitely more memorization than CS1110.  ,4.0,3.0,3.0,2022-11-18T04:07:40.851Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,EFoFJThqC,"The content was APCS concepts but with extensions. The assignments didn't take long at all, and the tests were very fair. The practice exams are very helpful for preparing for the prelims. However, this course has since been revamped in Fall 2022, so the content of the course has significantly changed.",5.0,2.0,1.0,2022-11-15T23:39:39.136Z,"David Gries, Curran Muhlberger",A+,Computer science,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,JnjNj-F0T,Took in Spring 2022. Clarkson is a very good lecturer. Material stacks up pretty quickly and goes by pretty fast so try not to get behind. Assignments are doable. Very important class if you are going into the SWE field. Exams are not too difficult as long as you understand the material well.,4.0,2.0,3.0,2022-11-09T06:10:31.501Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,2DaAsMaxQt,Good class,3.0,3.0,3.0,2022-07-20T06:23:28.966Z,Siddhartha Chaudhuri,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,53wCbQp71m,"My first programming class was CS1110 so I often spent more time on the assignments than the mean and had a lot of trouble on the prelims. However, I would say I had an easier time than in CS1110.",5.0,4.0,4.0,2022-06-30T15:27:37.194Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,jbmhSBQk8h,"David Gries is fun, but the course is mostly review if you have experience with Java or programming.",3.0,2.0,1.0,2022-04-27T14:50:09.836Z,David Gries,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,Rl9TEL8DcQ,"Great material and important to learn. Projects shorter and easier than CS 1110, but significantly harder exams.",3.0,5.0,5.0,2022-04-26T11:56:41.938Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,ya_cpyoWu,Prof. Gries is amazing and I love the way he explains the materials! The course itself is challenging because it contains many new CS concepts!,5.0,4.0,3.0,2022-04-21T20:17:21.599Z,David Gries,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,wpBSlEka1F,"good professor. will take again, sadly i will not be taking 2110 again.",5.0,2.0,2.0,2022-04-21T20:11:31.050Z,David Gries,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,YEwJ0Ri6s,The class is more so of an online class through my experience. I often don't go to lecture or recitations so I do most of the studying on my own time. There is of course many resources available to do this. But Gries and Clarkson are fair professors and the content is pretty interesting as well,3.0,3.0,2.0,2022-04-18T00:25:27.855Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,FKd6lsYa6D,I find myself doing lots of work alone because the lectures alone are not enough. Definitely is easier than CS1110 but also is way more boring. The assignments are doable. The prelims are hard-ish. There are random CMS/Canvas Quizzes too.,3.0,4.0,5.0,2022-04-17T02:06:20.777Z,"David Gries, Michael George",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,pF4y-QgvM,The content was really in depth but really fundamental towards developing an understanding towards core computer science fundamentals. The assignments were a bit more straight forward but really tested your understanding of the topics.,5.0,2.0,3.0,2022-04-16T17:19:01.650Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,s__BqYU-a,"Very valuable class, was quite easy if you've taken AP CS A before, and seems reasonably doable even if you haven't.",4.0,2.0,2.0,2022-04-16T17:18:22.182Z,David Gries,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,DgIDhkDmE,A wide portion of the information you get from this class will be what you use in interviews. I thought the class was really fair but I knew Java from APCSA so that may make a difference.,5.0,3.0,3.0,2022-04-16T17:16:11.762Z,"David Gries, Curran Muhlberger",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,VMn2kU-vQ,"I found the class material to be interesting and the things we learn are very applicable to the software engineering. The work for assignments is not as time consuming, but makes you think.",4.0,3.0,3.0,2022-04-16T17:15:36.164Z,"David Gries, Michael Clarkson",,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,vyViSw_qx,Good fundamental class.,3.0,3.0,3.0,2022-04-16T17:11:04.283Z,David Gries,,,0.0,False
,CS,2110,,,,,,,,,,,,,,,,,,,,,,,oH37S3mJ4eAsktypy,Object-Oriented Programming and Data Structures,cs 2110 object-oriented programming and data structures,MCNdoy1bp,"Very little work throughout the semester and most of the time is spent learning concepts. For prelims, doing the past 3-4 years is helpful. Concepts you learn are important for SWE interviews.",4.0,2.0,1.0,2022-04-16T17:10:53.590Z,"David Gries, Curran Muhlberger",,,0.0,False
